id,country,poor
418,A,0.9024085869700306
41249,A,0.002827020258218027
16205,A,0.871267980810327
97501,A,0.004754208649651483
67756,A,0.9841202320317549
17938,A,0.0054198819573953744
19036,A,0.0021913042988044463
61587,A,0.3931564873092324
57571,A,0.8592995280974515
64203,A,0.5260834786469266
30762,A,0.9962568132695818
41072,A,0.02719133202153905
46727,A,0.32657669395176964
78263,A,0.7742557916590064
58110,A,0.06171115716887572
13124,A,0.9658874054077756
71752,A,0.7928592635375569
75036,A,0.6055435253881906
68309,A,0.9173886548644494
5668,A,0.00877483563575834
27937,A,0.0037958412287687655
60163,A,0.007504816045162776
97835,A,0.0009128162426318493
7186,A,0.03228005858573794
36143,A,0.1774492279452421
3465,A,0.7892829866993245
29970,A,0.10215094972048758
60973,A,0.9790669352623356
31451,A,0.0006003521231368753
82565,A,0.4086327599142268
7160,A,0.9259292949382454
55644,A,0.9391201488693721
67347,A,0.4156931210423906
67980,A,0.907323701669198
3941,A,0.9959036725418933
37733,A,0.8109581430768511
14312,A,0.8895002910863218
33905,A,0.9294960188744474
34048,A,0.27009669300344563
30841,A,0.8564258240121674
66811,A,0.9273286240173328
19355,A,0.1219966802019676
32371,A,0.16152060195058254
9370,A,0.9663966226036032
44995,A,0.4447660216793567
78395,A,0.9862366402826102
98886,A,0.8636603238453884
6364,A,0.98557550490168
96637,A,0.021669048947246347
8007,A,0.4725070766309066
68662,A,0.005248650879556898
84129,A,0.6835456121914896
28419,A,0.930672007016247
36223,A,0.8878182444772997
89997,A,0.02239674314334015
2014,A,0.0032250677683237057
64344,A,0.027625057378655605
27605,A,0.7118293302872677
75725,A,0.1586010432927794
13703,A,0.0033723281855111823
56579,A,0.9943964683356713
71352,A,0.9226999545569259
30580,A,0.17798022269654745
61719,A,0.9668153621218982
46701,A,0.29095854765502055
58792,A,0.0780658851769945
21795,A,0.898833868367346
89821,A,0.7952383741160438
40888,A,0.5757933426944076
61276,A,0.7588998405557429
21635,A,0.9905311716442695
39822,A,0.8784357466855293
56597,A,0.13133697842017564
89350,A,0.012256411806088652
54128,A,0.9842271003054284
48435,A,0.004299569832546408
16642,A,0.973152796842605
97330,A,0.588655241541636
43863,A,0.22989853904699106
63177,A,0.9463205275567692
72054,A,0.00108557751950785
5435,A,0.25315815558799465
34168,A,0.9276429722265925
99214,A,0.30537719412139336
55216,A,0.989890746110626
91361,A,0.99275746583159
88552,A,0.04317005021557134
16461,A,0.9833278985100534
62843,A,0.7123210253607541
9365,A,0.8193607103301342
3919,A,0.5787276853906999
3475,A,0.7661123659833745
28437,A,0.0007200764197421532
65891,A,0.9461892809754273
16408,A,0.11458323530289101
80229,A,0.009199123674995596
80092,A,0.9756371915175709
9034,A,0.23938910928063445
95006,A,0.0028234164872412053
26614,A,0.01302136294518679
14155,A,0.8154614777902527
175,A,0.970037954615923
11855,A,0.9358475464751791
87429,A,0.8520287809213378
19276,A,0.9975664647217595
28524,A,0.010093846330356397
52062,A,0.9593465951792112
54837,A,0.14396957087494966
50411,A,0.9919096411701434
15859,A,0.9589088401725296
6544,A,0.7822550340157193
63085,A,0.4627402271947438
93525,A,0.8818639155497371
7089,A,0.9591284396640629
29028,A,0.1886468671112898
10228,A,0.022683271019351393
11000,A,0.16181677693081736
39317,A,0.17194091612289314
53722,A,0.0015161771774986495
22735,A,0.003767182036872438
86326,A,0.0011213191613018757
13015,A,0.9371306961822411
83434,A,0.11327546866316862
95951,A,0.8347682852748102
35789,A,0.9219637048585723
92070,A,0.2907074017816103
29877,A,0.028506475184779095
11670,A,0.2908104108511119
30491,A,0.3526329464025714
78548,A,0.9971718968477207
70612,A,0.950864358029994
44361,A,0.31982715939844364
77828,A,0.9683527220131269
72156,A,0.9487346111006139
86101,A,0.4592812228438518
75241,A,0.1606001619552706
35530,A,0.9476770301133659
42407,A,0.05574149504615307
22616,A,0.2850526790847027
29041,A,0.9446703035606667
69778,A,0.008619552040156103
75084,A,0.5960593867194636
30574,A,0.4460557587139563
80716,A,0.3419906568972671
87892,A,0.930640558524163
91269,A,0.03409871225290286
91947,A,0.07873398865670869
45831,A,0.9299739368486705
98482,A,0.2318100244888252
28179,A,0.5055197019791411
98825,A,0.03902695753751502
1101,A,0.006102416370773791
2241,A,0.0025870949095476237
25718,A,0.99171758670227
30902,A,0.8452206297233371
8423,A,0.9781169375287565
39033,A,0.991544201605298
73916,A,0.9838896035464011
17478,A,0.8300544496829761
86283,A,0.019693537789315332
41579,A,0.9860217657728929
84576,A,0.21281849139264794
63065,A,0.0009051506352450153
68360,A,0.7119105449699441
44092,A,0.2902711968570578
13310,A,0.014540391598023256
83761,A,0.9979389075546832
83276,A,0.012210911584816752
85353,A,0.8810853269264524
26791,A,0.2925638511516072
23898,A,0.12556858958798098
62311,A,0.49107256633394697
31530,A,0.8740112712980345
89156,A,0.008389618354105646
12991,A,0.0014787202852403335
18332,A,0.004550744143345565
48546,A,0.4471287376949456
57081,A,0.5062392586282607
27653,A,0.0016721177023381745
52928,A,0.006666281798024766
66053,A,0.43283740234120105
5032,A,0.252605305831595
31297,A,0.5048291875254766
64582,A,0.6351523197885018
57003,A,0.013697824298594369
8274,A,0.002144303126119222
56312,A,0.5890898393804623
97874,A,0.026606822122832052
16559,A,0.005579566659294323
17203,A,0.9798241344548074
36667,A,0.16055262705110324
80486,A,0.0008796255360580879
76722,A,0.010576107709856498
47789,A,0.0009627905701949872
70456,A,0.08302212420911698
47415,A,0.01261405593268938
12804,A,0.004810681887259415
83822,A,0.969897587399732
32238,A,0.9686791267211399
54601,A,0.041246622766580386
94263,A,0.00871803500852302
85685,A,0.004696192098185145
10657,A,0.7961975995981084
74097,A,0.002577237670961103
86562,A,0.018330212360692665
12410,A,0.23282455577485014
26132,A,0.9138508776866641
83577,A,0.20393675551388335
19690,A,0.9811857200467864
52773,A,0.14387321194344008
49483,A,0.038438086394764925
16719,A,0.9383211076674274
20322,A,0.017690829242724616
47897,A,0.8224436876337092
73692,A,0.805326027019244
31916,A,0.9841537028023858
68075,A,0.752955393569083
93627,A,0.972912545455735
84374,A,0.992163166583403
63891,A,0.03273285063559095
59028,A,0.001027159504230519
43003,A,0.6057197404635348
95033,A,0.36307374188663466
48279,A,0.09339893534940852
71913,A,0.9768577304129666
91196,A,0.0019235834078295082
46483,A,0.9926318770182967
28667,A,0.11184029934052578
23079,A,0.9891137969891911
58649,A,0.0014467600899205218
64041,A,0.0022580573873255162
55689,A,0.0013540387085174133
81716,A,0.9874714557372876
58514,A,0.14602402404037038
20052,A,0.6727660534659734
53456,A,0.9975109605869873
2512,A,0.14318027700914354
86890,A,0.012830856901590476
81192,A,0.9656885289265181
66417,A,0.007211010166617496
8419,A,0.9935471163999601
32564,A,0.022901038248968004
34393,A,0.3100073826217705
7057,A,0.12792716599779738
50304,A,0.9023371692911006
41824,A,0.001277269039442223
70043,A,0.0009741778768530124
94091,A,0.002173787229112431
11420,A,0.13564350917521156
68757,A,0.9942882276820464
75702,A,0.9873212423628551
92710,A,0.9799716619513426
28071,A,0.6746095011913468
24826,A,0.022754107452462962
89112,A,0.9739437129437667
18848,A,0.06141090969867523
55655,A,0.0034692843325483764
79168,A,0.19497288127117302
66354,A,0.14602049762971472
67873,A,0.0010182477986786494
75991,A,0.9933690043071977
40607,A,0.5629360016688325
20723,A,0.6742566840108588
13357,A,0.02156982446809978
46355,A,0.0006692240060315834
80064,A,0.007056215796718725
45404,A,0.851357629295595
99619,A,0.002354375516323563
91842,A,0.914806883459385
61780,A,0.07040795616407727
46707,A,0.004573729864421534
59117,A,0.9971432201964084
40088,A,0.9205020734422285
98613,A,0.1520660810108043
41865,A,0.009452986624003396
99381,A,0.982336791579226
76302,A,0.9108419906269252
25079,A,0.872361647114821
38637,A,0.001985251257902993
7085,A,0.25738316583842846
47240,A,0.1521404426711506
30848,A,0.006032681039251997
68880,A,0.5436909516680274
3933,A,0.9086315449286941
28133,A,0.002768998296294861
45840,A,0.9802767642502328
9811,A,0.11281831623484959
24911,A,0.038496492121340695
65077,A,0.28316117326774537
97989,A,0.0012888736632699956
49381,A,0.019511459791821267
14742,A,0.8829775851046502
76405,A,0.2909452156698165
26246,A,0.3516607161386969
73638,A,0.0008303354767410095
90149,A,0.06637250272302951
74776,A,0.8525197867590091
23857,A,0.12702155286419836
9767,A,0.07789230720162191
94303,A,0.913665823847009
28389,A,0.7084897745932348
42001,A,0.29839906628204005
73136,A,0.0017879292927892774
60149,A,0.006416699568516748
64068,A,0.9420635933769658
18411,A,0.9866797025797096
59054,A,0.751610595215104
54001,A,0.9966028805032782
21606,A,0.0017657941763059262
19058,A,0.0019621496214391465
54507,A,0.9471683243048918
81475,A,0.9879145767876718
1209,A,0.9875269506834353
37778,A,0.696375512765431
58313,A,0.018687346237791468
77647,A,0.9916429442757467
90585,A,0.14186421179906175
38122,A,0.007629093460071424
29569,A,0.29533743548431535
48213,A,0.6337041418088688
37362,A,0.026200368482107696
35991,A,0.8965365060789725
74959,A,0.964482199479782
99581,A,0.001309753846236868
3444,A,0.006725653953803028
74333,A,0.23282638161710315
2838,A,0.013167139728411709
8769,A,0.994190826444744
66152,A,0.9841363639690188
88972,A,0.013799006669313977
15432,A,0.0011857977255688827
60226,A,0.9238226780814062
93307,A,0.07276767890769817
1043,A,0.912109258250753
64226,A,0.9883603222284675
94436,A,0.1707121008533837
29553,A,0.20101000996693327
81945,A,0.050353228289352805
87620,A,0.0011152983754215795
64084,A,0.7648098982655575
88535,A,0.002423298602643747
81696,A,0.9490608337457747
5687,A,0.27339488543069324
77318,A,0.974923364505325
10201,A,0.014851789897003503
17155,A,0.9425229867117533
6959,A,0.09121061017192733
20606,A,0.010809960250306845
67869,A,0.6337085308870782
64148,A,0.679227873036777
87863,A,0.15530057141819661
72203,A,0.9941114030039782
90472,A,0.7259639737447967
46139,A,0.2814168305757033
28820,A,0.09188395667520266
660,A,0.9263101998516594
50128,A,0.055644703159926825
14080,A,0.9318855287237652
98484,A,0.2442771868541463
76273,A,0.15371266018123983
12885,A,0.004198552342810154
94320,A,0.9627751215740672
785,A,0.8064760935115782
82413,A,0.7805772300897932
78631,A,0.9889245224822701
96083,A,0.014122293115612495
6557,A,0.8212913929942095
55623,A,0.002483800549611665
41251,A,0.5914663872944154
62568,A,0.11056214030235498
84230,A,0.0006207322267535522
7826,A,0.7658141684085467
42891,A,0.9139407101715179
86566,A,0.4673031868787659
56351,A,0.9965843674458033
9025,A,0.8074152247436066
5894,A,0.9663895451843553
45615,A,0.15316166029739636
68718,A,0.2787906270618716
75526,A,0.000722548141155035
6492,A,0.9910630009596565
73986,A,0.1413268918739751
26235,A,0.02859828543465053
51374,A,0.7745199245336283
70724,A,0.9884683157261464
41169,A,0.04005870487150347
25629,A,0.0027230599402842093
8214,A,0.9862533865931766
36388,A,0.4138432149803764
4976,A,0.9929370653285584
47315,A,0.7271610548015142
67361,A,0.1832765515260732
5604,A,0.006695303691051457
39158,A,0.0009645507551514557
96990,A,0.9821283247943569
35481,A,0.9792966741644527
59977,A,0.9817236732484312
46094,A,0.19387420271830605
90815,A,0.4536897738429242
77546,A,0.8406761868239266
45543,A,0.2497172004910709
94745,A,0.9404722589351333
18152,A,0.0007800392792212049
21957,A,0.7423454778224959
34896,A,0.001196422452668869
60345,A,0.0027813873713743893
88171,A,0.7550250218545032
57138,A,0.0018692706970127048
29731,A,0.5855420893438331
21872,A,0.7458525926371393
34752,A,0.0727896538258807
43648,A,0.17175143146742602
59418,A,0.9929419118645949
2750,A,0.15971862069458226
98849,A,0.16317306769462422
19119,A,0.08388088021203928
43038,A,0.6960126610038742
35647,A,0.0172775570634211
17005,A,0.4368614853082586
49799,A,0.9872184378556534
53105,A,0.0024856037076557294
44158,A,0.029681349943930162
63338,A,0.13914158344594205
13672,A,0.012260066090046592
57923,A,0.006502054916391016
17903,A,0.9733108759780592
44083,A,0.9011489058589692
16651,A,0.10672289638332562
6279,A,0.07983476418402657
38101,A,0.05059197688564206
85849,A,0.8468643341713396
83937,A,0.6162771317588154
29551,A,0.10629645428182707
35569,A,0.012163786878716045
12980,A,0.0039176661714280005
7750,A,0.0012610030528615239
86699,A,0.005616826888321691
61766,A,0.6335563466931418
69945,A,0.9960999396050509
6611,A,0.017998037505491282
78316,A,0.989366920114217
88380,A,0.003318674731299021
93904,A,0.26791696132247605
45527,A,0.013380112132512657
71884,A,0.9791603634700504
62524,A,0.005266622216266384
78282,A,0.8329139608689446
73151,A,0.4455019541013569
55951,A,0.02332830901188595
97658,A,0.6875467567820495
43145,A,0.8156518725112181
23957,A,0.009644569516463784
73480,A,0.3729811317080208
65481,A,0.8484750584902097
72696,A,0.006017757104995826
85474,A,0.003298119105934179
3912,A,0.9717507067694828
39833,A,0.8971803289109929
86005,A,0.038775704872828096
92325,A,0.04443122470666838
43698,A,0.07206128119250108
62309,A,0.8443716249816114
15287,A,0.9827405676599474
89548,A,0.012780784477716984
52506,A,0.9982191762760394
8140,A,0.5163677450361879
27895,A,0.9448491341844555
62759,A,0.010903516067556712
3262,A,0.1587940991109071
68061,A,0.49236493100753786
89417,A,0.9763209289740346
66661,A,0.17143008621487538
55643,A,0.9835921829767045
76669,A,0.996553499211435
79866,A,0.9531788034948008
91322,A,0.08051083902413461
99536,A,0.0028334318008007425
65627,A,0.012540882951247254
12573,A,0.9870584896463986
66579,A,0.9858463703032895
66045,A,0.5372984275372402
60123,A,0.0026375529446354975
8400,A,0.0016495989746433172
95946,A,0.026628666090634256
43194,A,0.9315214073747043
13316,A,0.22198623809141016
